Census Tract,Total Population,California County,Longitude,Latitude,Asthma_Pctl
6065042623,3682,Riverside ,-117.146514,33.8710597,69.7
6071002801,5508,San Bernardino,-117.4447262,34.1102338,36.87
6065042213,4194,Riverside ,-117.3168512,33.9764665,71.9
6065043403,2847,Riverside ,-116.9686965,33.7372831,92.62
6065043701,3512,Riverside ,-116.8640681,33.726269,67.85
6065043206,7606,Riverside ,-117.1918902,33.565141,30.13
6065043821,2707,Riverside ,-116.9602294,33.9374598,70.02
6065051100,6188,Riverside ,-117.2043216,33.8965004,58.81
6065043312,3862,Riverside ,-116.960699,33.7312673,72.75
6071008704,7789,San Bernardino,-117.0713358,34.0195359,44.98
6071007409,5760,San Bernardino,-117.2108858,34.1248922,74.89
6065043404,2544,Riverside ,-116.9826738,33.7376041,90.01
6065042402,4780,Riverside ,-117.2040032,33.9455386,51.48
6071004504,8145,San Bernardino,-117.3430154,34.1940209,80.51
6071002304,18904,San Bernardino,-117.4712111,34.1357381,45.39
6071011203,1593,San Bernardino,-116.8823112,34.2507714,69.57
6065043602,3953,Riverside ,-116.9662949,33.7875282,69.07
6065048901,3805,Riverside ,-117.2130878,33.900986,66.4
6065042622,4107,Riverside ,-117.1876318,33.9260739,69.7
6071010803,3375,San Bernardino,-117.2679825,34.2344383,98.95
6065041809,5834,Riverside ,-117.5449816,33.8557402,14.28
6071011205,1239,San Bernardino,-116.9082131,34.2412057,82.52
6071007403,6947,San Bernardino,-117.2350214,34.1467357,88.17
6065042410,4882,Riverside ,-117.2543975,33.9671778,68.61
6065040616,7610,Riverside ,-117.5776719,33.9422906,18.26
6065049800,3771,Riverside ,-117.1978854,33.5462108,29.45
6065042012,6242,Riverside ,-117.3205065,33.9108776,26.46
6065049000,8249,Riverside ,-117.1908956,33.8800511,51.95
6065043313,3504,Riverside ,-116.9506407,33.7338858,59.37
6065043316,3713,Riverside ,-116.9908966,33.716662,57.79
6071008601,5618,San Bernardino,-117.1317956,34.0605904,83.14
6071007105,2715,San Bernardino,-117.2863081,34.0292865,83.61
6065043703,2585,Riverside ,-116.9005782,33.7539539,66.89
6071011300,1408,San Bernardino,-116.9502352,34.3019952,45.71
6065042408,3152,Riverside ,-117.2309756,33.9542796,68.61
6065941500,4291,Riverside ,-116.880664,33.7741421,68.79
6071000103,4740,San Bernardino,-117.7524244,34.0155703,19.7
6071008901,2174,San Bernardino,-117.3023776,35.5376297,35.88
6065041702,4572,Riverside ,-117.576529,33.8674156,29.05
6065040813,6080,Riverside ,-117.5321545,33.9155438,22.14
6071002307,5085,San Bernardino,-117.4162682,34.1176605,36.78
6065043702,4235,Riverside ,-116.9112184,33.7510081,65.44
6071010015,5434,San Bernardino,-117.3254425,34.4374608,77.98
6065043509,5117,Riverside ,-116.9556879,33.7970346,82.4
6065051300,8371,Riverside ,-116.9542225,33.8238592,61.09
6071010804,2947,San Bernardino,-117.279282,34.2536638,94.91
6065046404,5590,Riverside ,-117.2771726,33.6510929,26.49
6071009906,4941,San Bernardino,-117.3728997,34.4768743,88.27
6071010017,14798,San Bernardino,-117.3996436,34.3808892,43.44
6065045704,2804,Riverside ,-116.1823835,33.6712436,58.33
6071002034,13758,San Bernardino,-117.5244995,34.1192063,22.62
6065040611,7640,Riverside ,-117.5886851,33.9608636,28.23
6065040604,5541,Riverside ,-117.531606,33.9861154,51.09
6065040302,7308,Riverside ,-117.4427988,33.9933691,64.08
6071007410,5519,San Bernardino,-117.2108868,34.13216,74.89
6071011401,4394,San Bernardino,-116.8481795,34.2528568,51.91
6071012001,5612,San Bernardino,-117.0176358,34.8693342,99.95
6065044103,5669,Riverside ,-116.928801,33.9368755,88.82
6065042731,5768,Riverside ,-117.2214271,33.7377126,48.51
6065043508,7014,Riverside ,-116.9425027,33.7611983,57.32
6065043601,4505,Riverside ,-116.9530305,33.7834484,82.92
6071009110,15578,San Bernardino,-117.3677478,34.5367769,84.86
6065042741,2142,Riverside ,-117.1983059,33.7161589,49.93
6071007904,6697,San Bernardino,-117.1523698,34.1021545,72.86
6065043513,2456,Riverside ,-116.928542,33.7748145,78.18
6071010016,5584,San Bernardino,-117.3552403,34.4348061,77.98
6065044404,1860,Riverside ,-116.7880179,33.7705133,60.45
6071009112,8744,San Bernardino,-117.4161754,34.5136022,93.22
6071011002,1673,San Bernardino,-117.2142148,34.1980613,65.4
6065046602,3712,Riverside ,-117.5749825,33.912597,30.78
6071010009,3511,San Bernardino,-117.3823277,34.4486872,85.43
6071007903,4365,San Bernardino,-117.1817526,34.1157924,74.89
6071010022,4084,San Bernardino,-117.2516056,34.4033595,77.88
6065041003,2521,Riverside ,-117.4904563,33.9486696,51.95
6065040807,3391,Riverside ,-117.5896691,33.9048789,25.97
6065045213,5216,Riverside ,-116.2596224,33.7142853,62.8
6065043506,6386,Riverside ,-116.994327,33.7696784,41.24
6065043512,6580,Riverside ,-116.9444017,33.7716288,82.92
6065043820,3895,Riverside ,-116.9605059,33.9186218,61.61
6071008602,3564,San Bernardino,-117.0889857,34.070874,86.17
6071012103,3828,San Bernardino,-116.9358977,34.4032519,26.92
6065042715,12805,Riverside ,-117.3025976,33.6868295,20.77
6065045501,5518,Riverside ,-116.2261101,33.7070064,73.31
6071004503,3327,San Bernardino,-117.3872118,34.2199541,86.8
6065043306,4538,Riverside ,-116.9996659,33.7332579,57.71
6065031200,6878,Riverside ,-117.3825351,33.9429752,51.53
6071002109,4626,San Bernardino,-117.5652839,34.0754307,40.21
6071010020,7471,San Bernardino,-117.2971249,34.4037817,77.98
6065045217,6225,Riverside ,-116.2476921,33.7289861,59
6065043810,4933,Riverside ,-117.0005885,33.9554572,70.02
6065043311,2265,Riverside ,-116.9237749,33.7476958,67.93
6065040701,2248,Riverside ,-117.5759903,33.9319208,21.33
6065046401,3768,Riverside ,-117.4050045,33.5708213,40.17
6071011001,2390,San Bernardino,-117.2139066,34.2379157,71.24
6071009114,10232,San Bernardino,-117.4172844,34.5395289,93.95
6065045705,7522,Riverside ,-116.1910765,33.6669317,56.48
6065040613,12842,Riverside ,-117.575648,33.9635863,28.23
6071002033,7663,San Bernardino,-117.5341378,34.1284667,29.81
6065042619,11267,Riverside ,-117.1955551,33.836834,57.41
6065046402,4684,Riverside ,-117.358069,33.6478677,49.56
6065044300,4774,Riverside ,-116.872378,33.919657,91.76
6065042412,5129,Riverside ,-117.2208865,33.984326,57.01
6065041910,6342,Riverside ,-117.4949771,33.7892199,24.57
6071012200,6076,San Bernardino,-117.6701483,33.9825562,22.43
6071000105,6676,San Bernardino,-117.7390315,33.9934968,20.91
6071008200,5147,San Bernardino,-117.1781239,34.0470815,36.37
6065043279,5093,Riverside ,-117.2176633,33.6278615,33.13
6065031001,5622,Riverside ,-117.4098503,33.9516686,39.46
6071008301,6340,San Bernardino,-117.2026161,34.0421853,45.07
6065041812,3319,Riverside ,-117.5634459,33.861606,45.77
6065040814,4782,Riverside ,-117.5175804,33.8973552,44.76
6071000109,6752,San Bernardino,-117.723592,33.9733621,20.91
6065042726,5357,Riverside ,-117.1237892,33.7143137,25.03
6065043270,4991,Riverside ,-117.2589261,33.6015412,45.88
6065044702,2295,Riverside ,-116.4872959,33.8222736,32.76
6065041911,10258,Riverside ,-117.4957943,33.7428832,27.04
6071002028,5282,San Bernardino,-117.5827126,34.1142002,41.43
6071000818,5428,San Bernardino,-117.6607366,34.1142472,79.65
6065041805,5799,Riverside ,-117.5910428,33.8648895,33.79
6065044403,4402,Riverside ,-116.4728576,33.4680494,30.15
6071010019,5235,San Bernardino,-117.3172327,34.4044566,77.98
6071008500,8316,San Bernardino,-117.136567,34.0183198,40.86
6065050600,6850,Riverside ,-117.2284737,33.5730829,30.07
6071009911,6456,San Bernardino,-117.3581242,34.4940982,88.27
6065045224,5471,Riverside ,-116.257874,33.6963551,69.82
6071010424,1966,San Bernardino,-116.6221331,34.3821714,31.11
6065050500,13261,Riverside ,-117.1625546,33.5490166,17.09
6071011500,1890,San Bernardino,-116.8684367,34.1433712,31.34
6065043222,3842,Riverside ,-117.1252348,33.486084,10.25
6071002016,3883,San Bernardino,-117.6094279,34.1135458,34.04
6071010409,3018,San Bernardino,-115.5309263,34.2421428,41.53
6065044104,2647,Riverside ,-116.905094,33.9845789,87.74
6071009708,5221,San Bernardino,-117.1272467,34.4076989,85.46
6065042711,4543,Riverside ,-117.1928886,33.7014254,34.1
6065044602,2907,Riverside ,-116.5369071,33.8376124,63.93
6065049600,7176,Riverside ,-117.1579375,33.5357701,16.08
6065044606,2852,Riverside ,-116.6260603,33.8749566,64.12
6071010411,6752,San Bernardino,-116.4313005,34.1517898,65.58
6071010417,3251,San Bernardino,-116.5601965,34.0582671,57.2
6065044102,2841,Riverside ,-116.8940377,33.9307499,91.76
6071009707,5920,San Bernardino,-117.2261814,34.4477844,87.64
6065045000,3424,Riverside ,-116.4698341,33.7750205,44.87
6065046405,3974,Riverside ,-117.2726286,33.6205579,49.12
6065040703,2780,Riverside ,-117.5346297,33.9420596,27.76
6065043010,5687,Riverside ,-117.387881,33.6841829,49.56
6065042717,5079,Riverside ,-117.2521561,33.7021362,37.03
6065041807,2400,Riverside ,-117.5772407,33.8601348,25.17
6065043239,6792,Riverside ,-116.9857528,33.5633922,18.3
6065043271,3930,Riverside ,-117.2755965,33.6006686,47.13
6071011101,3771,San Bernardino,-117.1403551,34.1730842,55.23
6065043314,3631,Riverside ,-116.9389807,33.733193,67.93
6071010018,7068,San Bernardino,-117.3433595,34.4135996,50.27
6071008710,4442,San Bernardino,-117.0490963,34.0257037,45.12
6065043304,6816,Riverside ,-116.90936,33.6871007,65.95
6065043009,4736,Riverside ,-117.3888925,33.7012951,49.56
6071010024,5359,San Bernardino,-117.3111382,34.3367941,74.29
6071008706,12298,San Bernardino,-117.0805957,34.0435278,40.94
6071025000,8850,San Bernardino,-116.6442497,35.4026962,1.56
6071002023,5118,San Bernardino,-117.5930105,34.1294228,20.33
6071010004,8437,San Bernardino,-117.2703695,34.489825,93.79
6065042214,6316,Riverside ,-117.2917944,33.9794836,36.67
6065042003,5525,Riverside ,-117.3647054,33.870618,59.72
6065043227,7051,Riverside ,-117.2249199,33.5912112,28.65
6071000117,6959,San Bernardino,-117.7592802,33.9779999,20.91
6065043802,5116,Riverside ,-117.0457708,33.9948779,28.04
6071009119,5729,San Bernardino,-117.4555858,34.4239769,59.29
6065042008,7082,Riverside ,-117.4099689,33.848967,44.98
6071000817,3264,San Bernardino,-117.6834894,34.1139306,72.47
6065043211,5486,Riverside ,-117.1737474,33.5646444,26.87
6065043276,3620,Riverside ,-117.231215,33.6075991,28.19
6071010423,3786,San Bernardino,-116.4273958,34.2871102,43.64
6065049400,2978,Riverside ,-116.2675281,33.7597156,13.08
6065043254,5011,Riverside ,-117.1560638,33.4549695,11.84
6071009118,22862,San Bernardino,-117.4288837,34.4864967,87.88
6065044701,3555,Riverside ,-116.5194219,33.8231858,63.93
6065042740,2017,Riverside ,-117.1977569,33.7251015,30.92
6065042411,2540,Riverside ,-117.2371448,33.967321,68.61
6065044505,6479,Riverside ,-116.3874271,33.8211956,41.96
6071011206,995,San Bernardino,-116.9467039,34.2409525,83.43
6065042745,4614,Riverside ,-117.0632869,33.778279,34.27
6071007306,5859,San Bernardino,-117.2380005,34.0549636,29.26
6065042013,8333,Riverside ,-117.3019318,33.8944124,26.46
6071000819,5077,San Bernardino,-117.6325109,34.1262864,12.37
6065043807,5743,Riverside ,-116.9737171,33.9591433,70.02
6065042729,9184,Riverside ,-117.1657865,33.7037298,21.19
6065042739,7097,Riverside ,-117.1551086,33.6550902,36.19
6065043315,2073,Riverside ,-116.9264553,33.7338091,67.93
6065042724,3182,Riverside ,-117.1494297,33.6962146,32.54
6071002015,4777,San Bernardino,-117.6071663,34.1271062,30.49
6065044605,4803,Riverside ,-116.5474414,33.863302,63.93
6071007404,4406,San Bernardino,-117.2065853,34.1432143,68.42
6065043220,4594,Riverside ,-117.1342075,33.5040499,4.84
6065047000,1749,Riverside ,-114.5601089,33.6218613,89.19
6065050400,10378,Riverside ,-117.187955,33.5863126,24.02
6071009714,3606,San Bernardino,-117.2006679,34.5311782,94.3
6065042737,2401,Riverside ,-117.0778761,33.6665082,29.42
6071010416,3433,San Bernardino,-116.197921,34.1218895,47.72
6065042708,5171,Riverside ,-117.1905999,33.6888926,36.37
6071002022,11426,San Bernardino,-117.516112,34.1510649,28.94
6065043242,8148,Riverside ,-117.1031008,33.5873473,13.68
6065041905,2935,Riverside ,-117.6042543,33.8697102,33.79
6071009712,5978,San Bernardino,-117.1641151,34.4848736,87.07
6065042738,5729,Riverside ,-117.1474008,33.6786757,36.19
6065043818,3832,Riverside ,-116.9514006,33.9374604,60.52
6065050300,11161,Riverside ,-117.1520055,33.5863863,22.43
6065044521,1196,Riverside ,-116.6555007,33.9744497,89.99
6065042014,10516,Riverside ,-117.3226083,33.8910477,26.46
6071000812,3845,San Bernardino,-117.620363,34.116218,26.88
6065045233,4244,Riverside ,-116.289198,33.749192,26.37
6065941100,2051,Riverside ,-116.4701978,33.7959943,47.06
6071009716,6974,San Bernardino,-117.2267112,34.5425661,94.3
6065042207,3017,Riverside ,-117.3385631,33.9418987,34.38
6065043228,4108,Riverside ,-117.2137751,33.5753129,30.13
6065043291,8224,Riverside ,-117.1553002,33.5660699,26.87
6071000815,3584,San Bernardino,-117.6804289,34.1272011,27.25
6071002013,4207,San Bernardino,-117.6072895,34.138221,17.83
6065042005,5102,Riverside ,-117.3464919,33.8972547,19.17
6065042742,4232,Riverside ,-117.1883088,33.6777927,19.94
6065042743,1907,Riverside ,-117.1885988,33.6560933,35.93
6065044915,6489,Riverside ,-116.4624368,33.8086838,49.02
6065042004,3165,Riverside ,-117.3755877,33.8873245,49.18
6071010421,6057,San Bernardino,-116.0533058,34.1311448,39.96
6071010413,5979,San Bernardino,-116.4710167,34.077742,64.73
6065044907,4989,Riverside ,-116.4712229,33.8086237,43.74
6065041912,5776,Riverside ,-117.6361387,33.8732429,19.46
6071008800,6382,San Bernardino,-117.0368248,34.033952,45.12
6071010021,6437,San Bernardino,-117.272407,34.4026561,77.98
6071000108,5077,San Bernardino,-117.7402071,33.971427,20.91
6065042716,5033,Riverside ,-117.2550898,33.6866739,35.57
6071009717,4018,San Bernardino,-117.2606458,34.5196207,92.18
6071000118,4541,San Bernardino,-117.7824421,33.9791922,10.42
6071009713,7063,San Bernardino,-117.1729656,34.5287444,94.3
6071009710,7120,San Bernardino,-117.198857,34.48581,86.93
6065044515,3618,Riverside ,-116.5112051,33.9373778,79.42
6065043247,8838,Riverside ,-117.0863473,33.5571416,8.38
6071010023,5949,San Bernardino,-117.3347273,34.3822831,70.79
6071009107,7272,San Bernardino,-117.6219589,34.4425196,37.51
6071009202,2295,San Bernardino,-117.5413331,34.266609,14.37
6065044931,2327,Riverside ,-116.449434,33.8196032,46.17
6065049100,5264,Riverside ,-116.231707,33.6927812,73.31
6065941200,2205,Riverside ,-116.5019562,33.8376004,57.82
6071000115,7114,San Bernardino,-117.6752707,33.9605922,9.36
6071009711,9401,San Bernardino,-117.2312048,34.4870247,85.63
6071002010,9013,San Bernardino,-117.4693948,34.1610731,36.77
6065941400,3179,Riverside ,-116.5369013,33.8231245,52.57
6071010412,7720,San Bernardino,-116.3943701,34.1033728,65.23
6071002029,6077,San Bernardino,-117.5671177,34.1309473,28.11
6065043007,6811,Riverside ,-117.4191978,33.7167372,23.78
6071000820,3958,San Bernardino,-117.6437002,34.1364816,26.73
6065041913,5478,Riverside ,-117.6207099,33.8647692,32.91
6065044804,2850,Riverside ,-116.5037759,33.8100915,53.58
6065044516,6606,Riverside ,-116.475985,33.9393724,80.46
6065041808,6852,Riverside ,-117.5718819,33.8472672,17.7
6065041810,5665,Riverside ,-117.5489863,33.8446168,18.29
6071002035,6874,San Bernardino,-117.5626734,34.1202031,26.01
6065044926,4665,Riverside ,-116.4690836,33.819638,49.02
6071002018,5342,San Bernardino,-117.5845687,34.143308,21.43
6071008402,6448,San Bernardino,-117.1476465,34.0628653,51
6065041806,4255,Riverside ,-117.5871952,33.8513313,33.79
6065042217,5461,Riverside ,-117.3222402,33.9278407,46.57
6065045222,1595,Riverside ,-116.1809844,33.725974,26.46
6065045212,2293,Riverside ,-116.2611913,33.730735,47.04
6065050700,9969,Riverside ,-117.152033,33.6184112,21.18
6071008709,4162,San Bernardino,-117.0472277,34.0121649,45.12
6065044522,4876,Riverside ,-116.5540657,33.9139607,45.94
6065043809,3015,Riverside ,-116.9469611,33.976834,63.86
6071002025,5056,San Bernardino,-117.5821742,34.1283027,25.58
6071007104,4093,San Bernardino,-117.3016257,34.0312019,46.53
6071002019,4757,San Bernardino,-117.5671666,34.1435784,19.64
6065040816,2594,Riverside ,-117.5246107,33.9024569,16.96
6071007901,7908,San Bernardino,-117.1709663,34.1305047,73.53
6071010901,5321,San Bernardino,-117.2161238,34.261789,58.04
6065043274,2545,Riverside ,-117.2478194,33.6430873,10.77
6071000104,6117,San Bernardino,-117.7509989,34.0058644,19.06
6065043240,8802,Riverside ,-117.0955335,33.6119888,13.69
6065043256,3478,Riverside ,-117.0867251,33.479534,18.02
6071009709,6356,San Bernardino,-117.1945742,34.4570452,87.64
6065045108,5726,Riverside ,-116.3737306,33.7251085,29.76
6071010902,3714,San Bernardino,-117.1920009,34.3002218,48.83
6071002017,5826,San Bernardino,-117.5932585,34.1550888,20.5
6065045216,1804,Riverside ,-116.2433518,33.7486002,26.37
6065030602,3285,Riverside ,-117.3713613,33.9390841,53.53
6065045118,2762,Riverside ,-116.3868788,33.7348325,7.92
6065041804,3989,Riverside ,-117.5997193,33.8502157,33.79
6071010410,3105,San Bernardino,-116.3830579,34.1997524,65.48
6071009715,8260,San Bernardino,-117.231776,34.5182935,91.21
6065043823,7023,Riverside ,-117.0823096,33.9814132,47.96
6065044402,6218,Riverside ,-116.7224654,33.6096837,26.19
6065040806,2995,Riverside ,-117.6015989,33.9103842,14.67
6065043278,5946,Riverside ,-117.1893095,33.6090788,19.24
6065042732,5993,Riverside ,-117.2255846,33.692413,12.57
6065044509,3939,Riverside ,-116.5060565,33.9650257,80.93
6065043811,3877,Riverside ,-117.0032167,33.9837424,46.63
6071010419,4921,San Bernardino,-116.3126053,34.1074625,81.35
6065043235,3742,Riverside ,-117.1151886,33.6252032,8.66
6065046403,7156,Riverside ,-117.30778,33.6272595,35.58
6065046103,3030,Riverside ,-114.5972328,33.6249027,89.35
6065044904,4543,Riverside ,-116.5443994,33.878264,47.39
6065042709,4905,Riverside ,-117.2157958,33.7141447,15.96
6065044806,1982,Riverside ,-116.5369599,33.812654,37
6065044405,2366,Riverside ,-116.6712993,33.8025623,48.9
6065045226,6810,Riverside ,-116.2077698,33.6929288,36.19
6071011404,3692,San Bernardino,-116.7540769,34.2724679,53.5
6065043217,3263,Riverside ,-117.136759,33.5297942,19.35
6065044507,6565,Riverside ,-116.5281763,33.9472557,80.93
6065043250,8339,Riverside ,-117.1043423,33.4732265,18.02
6071000107,2957,San Bernardino,-117.7223102,33.9861214,13.89
6071008401,9953,San Bernardino,-117.1560951,34.076777,49.66
6065041803,6475,Riverside ,-117.5826965,33.8372032,19.77
6065044510,5808,Riverside ,-116.4896937,33.954147,80.93
6065044604,4320,Riverside ,-116.5205082,33.8540687,63.93
6071009109,6070,San Bernardino,-117.5382643,34.4143078,60.47
6065043248,4214,Riverside ,-117.0855219,33.4711629,18.02
6071008403,5833,San Bernardino,-117.1523161,34.0470121,49.47
6071000116,10856,San Bernardino,-117.7015882,33.9228798,15.36
6065044805,1701,Riverside ,-116.536936,33.8050178,55.19
6065042714,3230,Riverside ,-117.2596623,33.6784416,34.43
6071009201,4557,San Bernardino,-117.6226567,34.3550726,56.63
6065030601,5249,Riverside ,-117.3619258,33.9200472,45.56
6065048100,6404,Riverside ,-117.5884128,33.81566,12.62
6065044807,1281,Riverside ,-116.4919557,33.7045459,48.02
6071000111,2580,San Bernardino,-117.7602431,33.9515994,15.06
6065043229,5127,Riverside ,-117.2060351,33.5845532,30.13
6065043266,5215,Riverside ,-117.1314932,33.5116005,6.16
6065044925,3477,Riverside ,-116.4711902,33.8269186,49.02
6065941300,3300,Riverside ,-116.5368326,33.8522106,63.93
6071008302,3106,San Bernardino,-117.1899517,34.0296989,45.07
6065043272,4976,Riverside ,-117.3024815,33.5515921,21.74
6065030603,2978,Riverside ,-117.3611853,33.9557504,38.05
6065941000,3812,Riverside ,-116.4861035,33.7942098,42.24
6065043262,5122,Riverside ,-117.1054441,33.5081043,11.56
6065045304,8675,Riverside ,-116.2164629,33.7444899,22.96
6065044924,3984,Riverside ,-116.4669443,33.8341094,49.02
6065940700,2613,Riverside ,-116.5231199,33.8054921,46.45
6065044923,3615,Riverside ,-116.4670932,33.8413521,49.02
6065045121,5457,Riverside ,-116.2810566,33.6933189,23.54
6071002031,6281,San Bernardino,-117.5519587,34.1290095,18.63
6065044916,4650,Riverside ,-116.449391,33.7942301,31.43
6065043246,5906,Riverside ,-117.0704108,33.5134722,16.93
6071011403,3350,San Bernardino,-116.8254603,34.2429726,53.5
6065043218,5597,Riverside ,-117.1188981,33.5318882,19.35
6065047202,1929,Riverside ,-116.3491585,33.9067325,26.67
6065042733,4234,Riverside ,-117.2267409,33.6652208,15.63
6071000814,3832,San Bernardino,-117.6602406,34.141776,29
6065044932,3067,Riverside ,-116.4495502,33.826972,46.59
6065044518,5232,Riverside ,-116.4887516,33.9732868,76.39
6071011102,2031,San Bernardino,-117.0878551,34.2553357,27.44
6071009108,6825,San Bernardino,-117.5382961,34.4739103,63.02
6071008708,4352,San Bernardino,-117.0304418,34.0150028,37.81
6065044911,4617,Riverside ,-116.314579,33.7315855,10.71
6071002014,4846,San Bernardino,-117.6274307,34.146438,27.39
6071010420,4103,San Bernardino,-116.2970602,34.1711567,84.93
6065940500,2208,Riverside ,-116.5735745,33.7649103,54.58
6065940900,1916,Riverside ,-116.4514939,33.7835901,36.67
6065045606,2680,Riverside ,-116.2337821,33.67104,27.64
6065047900,11611,Riverside ,-117.5567013,33.8282363,17.77
6065043252,6574,Riverside ,-117.0898477,33.4616244,18.02
6071010415,5682,San Bernardino,-116.0890611,34.1516402,39.96
6065044927,3801,Riverside ,-116.3212439,33.7509498,13.84
6071000804,3255,San Bernardino,-117.6586491,34.1545422,25.53
6071008703,7745,San Bernardino,-116.9746005,34.0414168,40.24
6065042208,2378,Riverside ,-117.3455477,33.9416673,39.32
6065045122,1427,Riverside ,-116.3216036,33.7187828,4.55
6065045120,4580,Riverside ,-116.3048264,33.6834927,26.46
6071011204,1271,San Bernardino,-116.8619415,34.2352744,29.65
6065043244,7220,Riverside ,-117.1229937,33.5472159,9.1
6065044520,1704,Riverside ,-116.3795881,33.8530222,5.39
6071000813,3449,San Bernardino,-117.6779015,34.1406476,29
6065045117,3969,Riverside ,-116.3757329,33.7163278,17.12
6065043265,6142,Riverside ,-117.0839947,33.4917233,18.02
6065043257,7034,Riverside ,-116.9898216,33.4497328,13.66
6071002021,5201,San Bernardino,-117.556851,34.152255,7.74
6065043267,6705,Riverside ,-117.1047166,33.5207723,15.19
6065044929,3908,Riverside ,-116.382169,33.7488598,26.68
6071000816,3906,San Bernardino,-117.6607959,34.1280325,27.62
6065044918,3030,Riverside ,-116.4015518,33.7631302,16.74
6071010402,8442,San Bernardino,-116.1378978,34.4587143,10.55
6065049700,9511,Riverside ,-117.2443765,33.5246081,27.55
6065043264,7683,Riverside ,-117.1030729,33.4952197,18.02
6065045214,5648,Riverside ,-116.2852631,33.7366154,9.9
6071010422,1645,San Bernardino,-116.0639699,34.1916824,39.96
6065045110,5401,Riverside ,-116.3111037,33.6653271,26.46
6065940800,2613,Riverside ,-116.5369045,33.7941045,55.19
6065051400,6956,Riverside ,-116.2955164,33.7787664,20.71
6065045215,8515,Riverside ,-116.2834051,33.719326,18.13
6065044930,3213,Riverside ,-116.3642057,33.7523547,16.05
6065044921,2355,Riverside ,-116.4039612,33.7973075,19.31
6065045103,3623,Riverside ,-116.4468892,33.742521,14.47
6065044517,2377,Riverside ,-116.5359901,33.9823125,80.93
6065045228,3936,Riverside ,-116.2439847,33.8022017,21.84
6065047201,1958,Riverside ,-116.431917,33.9177524,26.9
6065045109,3831,Riverside ,-116.3122385,33.6549641,26.46
6065045116,1492,Riverside ,-116.3969632,33.7156735,34.22
6071002011,4006,San Bernardino,-117.6163568,34.1541568,9.21
6065045119,2811,Riverside ,-116.3693669,33.7324563,21.33
6071940100,1520,San Bernardino,-114.3064842,34.1887788,24.14
6065044928,3443,Riverside ,-116.3388596,33.7388712,19.1
6065045125,3017,Riverside ,-116.3457042,33.6569608,7.58
6065940600,3026,Riverside ,-116.4318477,33.825793,14.05
6065044919,4243,Riverside ,-116.3648175,33.7653336,13.45
6065044917,3911,Riverside ,-116.4163763,33.7755085,16.78
6065045608,2878,Riverside ,-116.2526918,33.6381933,24.57
6065045124,1505,Riverside ,-116.428717,33.6765145,22.53
6065045114,1939,Riverside ,-116.3865775,33.694826,29.25
6065044922,3494,Riverside ,-116.3592093,33.7786347,5.37
6065045115,2026,Riverside ,-116.3871379,33.7048238,20.98
6065045123,2356,Riverside ,-116.3498865,33.7257343,3.88
6065046601,4888,Riverside ,-117.5681132,33.9219056,35.84
6065980004,9,Riverside ,-117.3162137,33.9361587,38.45
6071980200,4499,San Bernardino,-117.3717881,34.5852811,91.12
6071012300,1513,San Bernardino,-117.2197585,34.1390176,74.89
6065043814,905,Riverside ,-117.0288457,33.9595006,50.49
6065981000,7634,Riverside ,-114.9176889,33.5603344,88.77
6065940100,166,Riverside ,-114.4753345,34.0001828,88.77